customerID,MonthlyCharges,Contract,InternetService,Churn
2883-ILGWO,104.9,Month-to-month,Fiber optic,No
2516-VQRRV,75.45,Month-to-month,Fiber optic,Yes
7580-UGXNC,54.85,Month-to-month,DSL,Yes
3642-BYHDO,19.9,Two year,No,No
9629-NHXFW,19.4,Month-to-month,No,No
2696-RZVZW,25.05,Two year,No,No
5766-FTRTS,84.45,Two year,DSL,No
0396-HUJBP,19.3,Month-to-month,No,No
5178-LMXOP,95.1,Month-to-month,Fiber optic,Yes
8879-ZKJOF,79.85,One year,DSL,No
6285-FTQBF,25.55,Two year,No,No
8185-UPYBR,75.5,Month-to-month,Fiber optic,Yes
4585-HETAI,73.75,Month-to-month,Fiber optic,Yes
7526-BEZQB,96.05,Month-to-month,Fiber optic,Yes
1474-JUWSM,68.4,One year,DSL,No
3530-CRZSB,20.65,Month-to-month,No,No
8498-XXGWA,55.15,Month-to-month,DSL,No
9617-INGJY,70.6,Month-to-month,Fiber optic,No
0621-TSSMU,19.95,One year,No,No
7234-KMNRQ,19,Month-to-month,No,No
7636-PEPNS,44.1,One year,DSL,No
4683-WYDOU,107.6,Two year,Fiber optic,No
9052-DHNKM,61.55,One year,DSL,No
6794-HKIAJ,90.7,Month-to-month,Fiber optic,No
5578-NKCXI,99.25,One year,Fiber optic,No
1642-HMARX,91.7,Two year,DSL,No
3096-WPXBT,100.7,One year,Fiber optic,No
8434-PNQZX,78.45,Two year,DSL,No
5950-AAAGJ,84.3,Month-to-month,Fiber optic,No
4299-OPXEJ,19.55,Two year,No,No
4951-UKAAQ,88.95,Month-to-month,Fiber optic,Yes
9618-LFJRU,20.45,Month-to-month,No,No
6693-DJWTY,55.6,One year,DSL,No
0744-GKNGE,86.8,Month-to-month,Fiber optic,No
6447-EGDIV,20.95,One year,No,No
1167-OYZJF,20.05,Two year,No,No
2108-YKQTY,50.7,Month-to-month,DSL,Yes
4806-DXQCE,113.65,Two year,Fiber optic,No
4918-QLLIW,53.4,Month-to-month,DSL,Yes
7056-IMHCC,101.9,Month-to-month,Fiber optic,Yes
4854-SSLTN,59.5,Two year,DSL,No
5294-DMSFH,87.8,Month-to-month,Fiber optic,No
4837-PZTIC,41.9,Two year,DSL,No
1625-JAIIY,83,One year,Fiber optic,Yes
0603-OLQDC,69.85,Month-to-month,DSL,No
3272-VUHPV,56.3,Month-to-month,DSL,No
4176-FXYBO,109.55,Month-to-month,Fiber optic,No
1063-DHQJF,92.15,Two year,Fiber optic,No
8663-UPDGF,69.5,Month-to-month,DSL,No
6719-FGEDO,97,Two year,Fiber optic,No
1837-YQUCE,58.35,Two year,DSL,No
2947-DOMLJ,50.6,Month-to-month,DSL,Yes
4112-LUEIZ,89.5,Month-to-month,Fiber optic,Yes
0369-ZGOVK,70.4,One year,Fiber optic,No
4510-HIMLV,69.8,Month-to-month,Fiber optic,Yes
9919-KNPOO,94.3,Month-to-month,Fiber optic,No
8749-JMNKX,93.8,Month-to-month,Fiber optic,Yes
7872-BAAZR,19.55,One year,No,No
9391-LMANN,95.95,One year,Fiber optic,No
2430-USGXP,101.05,Month-to-month,Fiber optic,Yes
8174-TBVCF,94.8,Two year,DSL,No
1698-XFZCI,107.75,One year,Fiber optic,No
1877-HKBQX,54.6,One year,DSL,No
4450-DLLMH,71.3,Month-to-month,Fiber optic,No
0428-AXXLJ,19.5,One year,No,No
2746-DIJLO,56.3,One year,DSL,No
5955-ERIHD,94.7,Month-to-month,Fiber optic,Yes
0917-EZOLA,104.15,Two year,Fiber optic,Yes
3508-VLHCZ,90.55,Two year,DSL,No
4086-ATNFV,60.8,One year,DSL,No
0468-YRPXN,98.8,Month-to-month,Fiber optic,No
5996-NRVXR,98.15,One year,Fiber optic,No
3739-YBWAB,35.35,One year,DSL,No
7047-FWEYA,103.15,One year,Fiber optic,No
2000-MPKCA,107.75,One year,Fiber optic,No
9762-YAQAA,81.4,One year,Fiber optic,No
5949-EBSQK,61.45,Month-to-month,DSL,Yes
5473-KHBPS,95.7,One year,Fiber optic,No
0100-DUVFC,104.8,One year,Fiber optic,No
5397-TUPSH,70.95,One year,Fiber optic,No
8950-MTZNV,44.95,Month-to-month,DSL,No
0326-VDYXE,97.65,One year,Fiber optic,No
6773-LQTVT,35.65,Month-to-month,DSL,No
7274-RTAPZ,90.55,Month-to-month,Fiber optic,Yes
0436-TWFFZ,85.25,Two year,DSL,No
8566-YPRGL,19.5,Month-to-month,No,No
0311-UNPFF,88.8,Month-to-month,Fiber optic,Yes
6609-MXJHJ,25.1,Two year,No,No
2669-OIDSD,100.05,Month-to-month,Fiber optic,No
8400-WZICQ,55.7,Month-to-month,DSL,No
3834-XUIFC,85.2,Month-to-month,Fiber optic,Yes
9576-SYUHJ,91.15,Month-to-month,Fiber optic,No
0410-IPFTY,83.85,Month-to-month,Fiber optic,No
2831-EBWRN,45.9,Month-to-month,DSL,No
9430-NKQLY,25.1,Two year,No,No
8414-MYSHR,91.4,Month-to-month,Fiber optic,Yes
0247-SLUJI,19.7,Month-to-month,No,No
9402-ORRAH,91.5,Month-to-month,Fiber optic,No
6483-OATDN,51.3,Month-to-month,DSL,No
1293-HHSHJ,21.1,One year,No,No
4840-ORQXB,104.75,Month-to-month,Fiber optic,No
7599-FKVXZ,106.15,Month-to-month,Fiber optic,Yes
3982-DQLUS,85.75,Month-to-month,Fiber optic,No
8610-ZIKJJ,20.3,One year,No,No
3756-VNWDH,100.75,One year,Fiber optic,No
7801-KICAO,74.15,Month-to-month,Fiber optic,No
7673-LPRNY,78.55,One year,DSL,No
8229-TNIQA,45.3,Month-to-month,DSL,Yes
6060-QBMGV,19.85,Two year,No,No
7339-POGZN,50.7,Month-to-month,DSL,No
2828-SLQPF,45,Month-to-month,DSL,No
4465-VDKIQ,77.8,Month-to-month,Fiber optic,No
2921-XWDJH,83.45,Month-to-month,Fiber optic,No
6221-AVQYL,73.25,Month-to-month,Fiber optic,Yes
2558-BUOZZ,94.8,One year,Fiber optic,No
9257-AZMTZ,20.1,Two year,No,No
0003-MKNFE,59.9,Month-to-month,DSL,No
0975-UYDTX,90.1,One year,DSL,No
7743-EXURX,51.05,Month-to-month,DSL,Yes
4682-BLBUC,70.95,One year,DSL,No
0975-VOOVL,29.2,Month-to-month,DSL,No
5968-VXZLG,46.6,Month-to-month,DSL,No
5569-KGJHX,85.35,Month-to-month,Fiber optic,Yes
4988-IQIGL,75.35,Month-to-month,Fiber optic,Yes
5201-FRKKS,74.3,Month-to-month,Fiber optic,No
9799-CAYJJ,69.3,Month-to-month,Fiber optic,No
7730-IUTDZ,75.2,Month-to-month,Fiber optic,Yes
0426-TIRNE,20.9,Month-to-month,No,Yes
5443-SCMKX,94.3,One year,Fiber optic,No
8295-KMENE,76.45,Two year,DSL,No
6738-ISCBM,54,One year,DSL,No
9821-BESNZ,104.25,One year,Fiber optic,No
3678-MNGZX,19.95,Two year,No,No
1335-NTIUC,24.95,Month-to-month,DSL,No
2916-BQZLN,84.75,Month-to-month,Fiber optic,No
4558-CGYCZ,19.75,Month-to-month,No,No
2368-GAKKQ,113.65,Two year,Fiber optic,No
8710-YGLWG,44.9,Month-to-month,DSL,No
3199-XGZCY,75.25,Month-to-month,Fiber optic,No
3785-KTYSH,24.6,Two year,No,No
6814-ZPWFQ,25,One year,No,No
4063-EIKNQ,20.95,Month-to-month,No,No
6993-YCOBK,110.6,Two year,Fiber optic,No
5206-HPJKM,55.5,Month-to-month,DSL,No
7587-RZNME,43.3,Month-to-month,DSL,Yes
0748-RDGGM,109.5,One year,Fiber optic,Yes
8393-JMVMB,19.45,Month-to-month,No,No
5019-GQVCR,84.85,Month-to-month,Fiber optic,No
6036-TTFYU,19.6,Month-to-month,No,No
2550-AEVRU,53.45,One year,DSL,No
0969-RGKCU,19.8,One year,No,No
0378-CJKPV,112.1,Two year,Fiber optic,No
4706-AXVKM,84.8,Month-to-month,Fiber optic,Yes
5889-JTMUL,95.05,Month-to-month,Fiber optic,Yes
9026-RNUJS,50.35,Month-to-month,DSL,Yes
3746-EUBYR,74.6,Month-to-month,Fiber optic,Yes
2332-EFBJY,19.7,Month-to-month,No,Yes
2880-FPNAE,74.2,Month-to-month,Fiber optic,No
1703-MGIAB,69,Month-to-month,DSL,No
4311-QTTAI,19.35,One year,No,No
9474-PHLYD,59.45,Month-to-month,DSL,Yes
4318-RAJVY,19.8,One year,No,No
2165-VOEGB,105.2,One year,Fiber optic,Yes
3612-YUNGG,109.2,Two year,Fiber optic,No
2254-DLXRI,79.15,Month-to-month,Fiber optic,No
5062-CJJKH,53.65,One year,DSL,No
9028-LIHRP,100.2,Two year,Fiber optic,No
2219-MVUSO,45.15,Month-to-month,DSL,Yes
1053-MXTTK,108.65,Two year,Fiber optic,No
1530-ZTDOZ,40.65,Month-to-month,DSL,No
1301-LOPVR,55.35,One year,DSL,No
0853-TWRVK,105.6,Two year,Fiber optic,No
8914-RBTSB,93.8,Month-to-month,Fiber optic,Yes
6212-ATMLK,95.7,Month-to-month,Fiber optic,No
8200-LGKSR,83.2,Two year,DSL,No
1568-BEKZM,90.05,Two year,DSL,No
0670-ANMUU,97.65,One year,Fiber optic,No
6897-RWMUB,68.05,Two year,DSL,No
0963-ZBDRN,96.2,Month-to-month,Fiber optic,Yes
7594-RQHXR,79.6,Month-to-month,Fiber optic,Yes
6999-CHVCF,102.1,Two year,Fiber optic,No
6134-KWTBV,23.4,Two year,No,No
1077-HUUJM,71.05,Month-to-month,Fiber optic,No
6331-EWIEB,85.25,Month-to-month,Fiber optic,Yes
0895-LNKRC,19.45,One year,No,No
2045-BMBTJ,59.45,Month-to-month,DSL,No
8417-GSODA,92.2,One year,Fiber optic,No
5171-EPLKN,19.85,Two year,No,No
4452-QIIEB,43.9,Month-to-month,DSL,No
5998-VVEJY,80.5,Month-to-month,Fiber optic,Yes
1624-NALOJ,89.8,Month-to-month,Fiber optic,Yes
6741-EGCBI,90.5,Month-to-month,Fiber optic,No
7820-ZYGNY,90.45,One year,Fiber optic,No
4317-VTEOA,50.75,Month-to-month,DSL,Yes
9677-AVKED,84.6,One year,DSL,No
1670-SVOWZ,89.65,Month-to-month,Fiber optic,Yes
2227-JRSJX,99.15,Month-to-month,Fiber optic,No
9847-HNVGP,19.95,One year,No,No
6696-YDAYZ,20.5,Two year,No,No
8980-WQFWL,62.1,Month-to-month,DSL,No
1730-ZMAME,79.5,Month-to-month,Fiber optic,No
6506-EYCNH,19.55,Month-to-month,No,No
4634-JLRJT,20.35,Month-to-month,No,No
9501-UKKNL,51.7,Month-to-month,DSL,No
2560-QTSBS,23.3,One year,No,No
7541-YLXCL,65.4,One year,DSL,Yes
4795-WRNVT,65.1,Month-to-month,DSL,No
6080-TCMYC,81.2,Month-to-month,Fiber optic,No
0260-ZDLGK,72.9,Month-to-month,DSL,Yes
7860-UXCRM,74.5,Two year,DSL,No
6357-JJPQT,80.5,Month-to-month,Fiber optic,No
2292-XQWSV,60.3,One year,DSL,No
9552-TGUZV,75,Month-to-month,Fiber optic,No
5913-INRQV,90.15,One year,Fiber optic,No
8722-NGNBH,40,Month-to-month,DSL,Yes
6210-KBBPI,99.45,Month-to-month,Fiber optic,Yes
9643-YBLUR,69.05,Month-to-month,DSL,No
8734-FNWVH,59.7,Month-to-month,DSL,No
9447-YPTBX,19.85,One year,No,No
0133-BMFZO,86.25,Month-to-month,Fiber optic,Yes
6128-CZOMY,45.65,Month-to-month,DSL,Yes
9540-JYROE,70.1,Month-to-month,Fiber optic,Yes
9026-LHEVG,40.75,Month-to-month,DSL,No
2260-USTRB,70.2,Month-to-month,Fiber optic,Yes
3656-TKRVZ,55.35,Month-to-month,DSL,Yes
7011-CVEUC,95.7,Month-to-month,Fiber optic,No
6185-TASNN,46.3,Month-to-month,DSL,No
7925-PNRGI,81.3,Month-to-month,DSL,No
8623-TMRBY,84.2,Month-to-month,Fiber optic,Yes
1552-CZCLL,20,Month-to-month,No,No
3038-PQIUY,66.15,Month-to-month,DSL,No
1501-SGHBW,45.85,Month-to-month,DSL,Yes
9313-CDOGY,19.6,Month-to-month,No,No
8148-BPLZQ,49.8,Month-to-month,DSL,No
2623-DRYAM,101.75,One year,Fiber optic,No
9987-LUTYD,55.15,One year,DSL,No
3208-YPIOE,75.25,Month-to-month,Fiber optic,Yes
4488-KQFDT,103.95,One year,Fiber optic,No
2612-RANWT,100.15,Month-to-month,Fiber optic,Yes
5693-PIPCS,99.65,Two year,Fiber optic,No
0491-KAPQG,73.7,Month-to-month,Fiber optic,No
1925-LFCZZ,50.05,One year,DSL,No
8039-EQPIM,60.25,Two year,DSL,No
6900-PXRMS,105.75,Month-to-month,Fiber optic,Yes
8707-RMEZH,87.3,One year,Fiber optic,No
3346-BRMIS,48.35,Month-to-month,DSL,Yes
3209-ZPKFI,54.25,Month-to-month,DSL,No
6479-VDGRK,85.3,Two year,DSL,No
9373-WSLOY,50,Month-to-month,DSL,No
2933-FILNV,24.4,Month-to-month,DSL,Yes
3569-JFODW,90.95,Two year,DSL,No
9819-FBNSV,72.25,Month-to-month,Fiber optic,No
9544-PYPSJ,96.1,Month-to-month,Fiber optic,No
1591-XWLGB,19.85,Two year,No,No
0396-UKGAI,55.3,Month-to-month,DSL,No
3243-ZHOHY,20.1,One year,No,No
5186-EJEGL,69.5,Month-to-month,DSL,No
7527-QNRUS,25.15,Two year,No,No
9986-BONCE,20.95,Month-to-month,No,Yes
2722-JMONI,49.55,Month-to-month,DSL,Yes
2203-GHNWN,79.65,Month-to-month,Fiber optic,No
3878-AVSOQ,71.25,Month-to-month,Fiber optic,No
3258-SYSWS,113.8,Two year,Fiber optic,No
5296-PSYVW,24.55,Two year,No,No
6319-QSUSR,19.7,Month-to-month,No,No
4083-EUGRJ,20.25,Month-to-month,No,Yes
7579-OOPEC,50.15,Month-to-month,DSL,Yes
0512-FLFDW,100.5,One year,Fiber optic,No
1771-OADNZ,95.9,Month-to-month,Fiber optic,Yes
0487-CRLZF,74.45,Two year,DSL,No
2107-FBPTK,104.1,Month-to-month,Fiber optic,No
9451-WLYRI,19.05,One year,No,No
8219-VYBVI,25,Two year,No,No
1991-VOPLL,19.05,Month-to-month,No,No
9738-QLWTP,81.9,One year,Fiber optic,No
1016-DJTSV,69.7,Month-to-month,Fiber optic,No
9419-IPPBE,90.15,One year,Fiber optic,No
0174-QRVVY,25.35,Two year,No,No
5699-BNCAS,24.65,Two year,No,No
2900-PHPLN,19.55,Two year,No,No
0612-RTZZA,25.25,Month-to-month,DSL,Yes
8106-GWQOK,60,Two year,DSL,No
8751-EDEKA,89.9,Month-to-month,Fiber optic,No
6878-GGDWG,19.4,Month-to-month,No,No
4039-PIMHX,49.8,Two year,DSL,No
8450-LUGUK,24.1,Two year,No,No
3604-WLABM,54.25,Month-to-month,DSL,No
0795-GMVQO,109.9,One year,Fiber optic,No
2259-OUUSZ,35.5,One year,DSL,No
1142-IHLOO,87.55,One year,Fiber optic,No
6410-LEFEN,45.15,Month-to-month,DSL,Yes
4633-MKHYU,88.4,Month-to-month,Fiber optic,No
6257-RJOHI,50.8,Month-to-month,DSL,No
1545-JFUML,99,Two year,Fiber optic,No
3194-ORPIK,84.4,Month-to-month,Fiber optic,Yes
7826-VVKWT,96.55,Two year,Fiber optic,No
1353-GHZOS,59.75,One year,DSL,No
2587-EKXTS,111.5,Month-to-month,Fiber optic,No
5442-BXVND,24.25,Month-to-month,No,No
8816-VXNZD,75.1,Month-to-month,Fiber optic,Yes
9378-FXTIZ,70.15,One year,DSL,Yes
1723-HKXJQ,101.75,Month-to-month,Fiber optic,Yes
7825-GKXMW,45.8,Month-to-month,DSL,Yes
9753-OYLBX,20.5,Month-to-month,No,No
2364-UFROM,70.4,One year,DSL,No
6656-JWRQX,30.55,Month-to-month,DSL,No
6473-ULUHT,84.9,Month-to-month,DSL,No
1240-KNSEZ,20.1,Month-to-month,No,Yes
0836-SEYLU,40.65,Month-to-month,DSL,Yes
4433-JCGCG,101,Month-to-month,Fiber optic,Yes
3716-BDVDB,69.1,Month-to-month,Fiber optic,Yes
7688-AWMDX,54.5,Two year,DSL,No
2842-BCQGE,75.35,Month-to-month,Fiber optic,No
7244-QWYHG,44.45,One year,DSL,No
5899-MQZZL,75,Month-to-month,Fiber optic,Yes
6849-OYAMU,100,One year,Fiber optic,Yes
5312-UXESG,98.05,Month-to-month,Fiber optic,No
9488-HGMJH,71.15,Month-to-month,Fiber optic,Yes
6038-GCYEC,54.15,Month-to-month,DSL,Yes
2150-WLKUW,63.9,One year,DSL,No
7159-FVYPK,69.15,Month-to-month,DSL,No
7032-LMBHI,64.65,One year,DSL,No
1150-WFARN,108.75,Two year,Fiber optic,Yes
6088-BXMRG,98.85,Month-to-month,Fiber optic,No
3144-AUDBS,49.15,Month-to-month,DSL,Yes
4821-SJHJV,89.6,Month-to-month,Fiber optic,No
7346-MEDWM,83.25,Month-to-month,Fiber optic,No
1137-DGOWI,70.25,One year,DSL,No
5616-PRTNT,19.4,Month-to-month,No,Yes
3812-LRZIR,24.5,Two year,No,No
4818-QIUFN,79.15,Month-to-month,Fiber optic,Yes
9483-GCPWE,20.1,One year,No,No
4227-OJHAL,73,One year,DSL,No
9220-CXRSC,61.4,Two year,DSL,No
4993-JCRGJ,84.3,Month-to-month,Fiber optic,No
9537-JALFH,19.9,Two year,No,No
6698-OXETB,20.4,Two year,No,No
2103-ZRXFN,50.75,Month-to-month,DSL,No
3724-BSCVH,20.45,One year,No,No
4877-TSOFF,75.75,One year,DSL,No
9209-NWPGU,65.4,One year,DSL,No
6961-VCPMC,80.4,Month-to-month,Fiber optic,Yes
7306-YDSOI,59.75,Two year,DSL,No
5288-AHOUP,78.5,Month-to-month,Fiber optic,No
6688-UZPWD,102,Month-to-month,Fiber optic,Yes
0655-YDGFJ,48.95,Month-to-month,DSL,No
8468-EHYJA,99.65,Month-to-month,Fiber optic,No
6823-SIDFQ,18.25,One year,No,No
1097-FSPVW,54.55,Month-to-month,DSL,No
2839-RFSQE,20.65,Month-to-month,No,Yes
8328-SKJNO,40.65,One year,DSL,No
7010-ZMVBF,20.45,Month-to-month,No,No
5201-CBWYG,24.8,One year,No,No
0968-GSIKN,70.8,Month-to-month,Fiber optic,Yes
1965-DDBWU,89.05,Month-to-month,Fiber optic,Yes
9057-SIHCH,96.6,Month-to-month,Fiber optic,Yes
6352-GIGGQ,88.8,One year,DSL,No
3635-QQRQD,20.05,Two year,No,No
6771-XWBDM,104.5,Month-to-month,Fiber optic,Yes
2897-DOVND,69.8,Month-to-month,Fiber optic,No
3082-YVEKW,77.15,Two year,DSL,No
0191-EQUUH,35.05,Two year,DSL,No
7134-HBPBS,108.1,Two year,Fiber optic,No
3489-HHPFY,84.05,Month-to-month,Fiber optic,No
2926-JEJJC,20.2,One year,No,No
8601-QACRS,50.6,Month-to-month,DSL,Yes
4950-BDEUX,49.2,Month-to-month,DSL,No
5789-LDFXO,24.6,One year,No,No
0508-OOLTO,71.65,Month-to-month,Fiber optic,No
2984-TBYKU,104.9,Two year,Fiber optic,No
9822-WMWVG,106.5,Month-to-month,Fiber optic,No
2391-SOORI,49.35,Month-to-month,DSL,Yes
9040-KZVWO,75.5,One year,Fiber optic,No
2645-QTLMB,94.25,Month-to-month,Fiber optic,Yes
4806-HIPDW,68.95,Month-to-month,Fiber optic,Yes
1548-ARAGG,58.5,Month-to-month,DSL,No
6339-RZCBJ,78.9,Two year,DSL,No
4424-TKOPW,93.85,Month-to-month,Fiber optic,Yes
4415-WNGVR,79.2,One year,DSL,No
2522-AHJXR,109.45,Month-to-month,Fiber optic,No
0412-UCCNP,59.2,Two year,DSL,No
1816-FLZDK,29.15,Month-to-month,DSL,No
7096-UCLNH,20.05,Month-to-month,No,No
8443-ZRDBZ,76.05,Month-to-month,Fiber optic,Yes
9136-ALYBR,24.45,Month-to-month,DSL,Yes
4615-PIVVU,66.5,Two year,DSL,No
8885-QSQBX,49.55,Month-to-month,DSL,No
7479-NITWS,89.35,Month-to-month,Fiber optic,Yes
8617-ENBDS,73.6,Month-to-month,Fiber optic,No
9385-NXKDA,82.65,Two year,DSL,No
0430-IHCDJ,49,Month-to-month,DSL,No
2959-MJHIC,80.35,Month-to-month,Fiber optic,Yes
6674-KVJHG,25.2,One year,No,No
1814-DKOLC,25.45,Month-to-month,No,No
4201-JMNGR,55.8,Month-to-month,DSL,Yes
9351-HXDMR,110.9,Two year,Fiber optic,No
3537-HPKQT,77.75,Month-to-month,Fiber optic,No
2129-ALKBS,26.2,Month-to-month,No,No
5821-MMEIL,19.9,Two year,No,No
5960-WPXQM,79.05,Month-to-month,Fiber optic,Yes
0684-AOSIH,95,Month-to-month,Fiber optic,Yes
8260-NGFNY,25.2,Month-to-month,DSL,Yes
1309-XGFSN,80.85,One year,DSL,No
1866-RZZQS,98.4,Month-to-month,Fiber optic,Yes
6968-URWQU,56.35,One year,DSL,No
4742-TXUEX,19.3,Two year,No,No
9631-XEYKE,50.4,Month-to-month,DSL,No
8631-NBHFZ,79.4,Two year,DSL,Yes
1335-MXCSE,55.25,Two year,DSL,No
8873-TMKGR,19.1,One year,No,No
8800-JOOCF,84.05,Month-to-month,Fiber optic,No
1469-LBJQJ,105.2,Month-to-month,Fiber optic,No
4958-XCBDQ,101.4,Month-to-month,Fiber optic,Yes
8337-UPOAQ,89.8,Month-to-month,Fiber optic,Yes
0064-YIJGF,75.75,Month-to-month,Fiber optic,No
2386-OWURY,95.3,Month-to-month,Fiber optic,No
1725-IQNIY,109.75,Two year,Fiber optic,Yes
0310-VQXAM,19.85,Month-to-month,No,No
6598-RFFVI,19.3,One year,No,Yes
3453-RTHJQ,69.1,Month-to-month,Fiber optic,No
6712-OAWRH,91.25,Month-to-month,Fiber optic,Yes
6278-FEPBZ,20.25,Month-to-month,No,No
4280-DLSHD,54.75,Month-to-month,DSL,No
1508-DFXCU,81.45,Month-to-month,Fiber optic,No
8614-VGMMV,49.1,Month-to-month,DSL,Yes
7868-BGSZA,80.2,One year,DSL,No
2800-QQUSO,100.3,Month-to-month,Fiber optic,No
2930-UOTMB,65.25,Month-to-month,DSL,Yes
7973-DZRKH,90.95,Two year,Fiber optic,No
5914-DVBWJ,85.45,Month-to-month,Fiber optic,Yes
7698-YFGEZ,20,Month-to-month,No,No
2533-QVMSK,94.1,Two year,Fiber optic,Yes
9773-PEQBZ,79.85,Month-to-month,Fiber optic,No
8644-XLFBW,71.65,Month-to-month,Fiber optic,Yes
0650-BWOZN,73.55,Month-to-month,Fiber optic,No
8625-AZYZY,104.65,Month-to-month,Fiber optic,Yes
7785-RDVIG,19.3,Month-to-month,No,No
9602-WCXPI,20.15,One year,No,No
2903-YYTBW,44.55,Month-to-month,DSL,No
3620-MWJNE,54.45,Month-to-month,DSL,No
8573-JGCZW,19.65,One year,No,No
6837-HAEVO,105,Two year,Fiber optic,No
6701-YVNQG,88.7,Two year,DSL,No
9306-CPCBC,74.25,Month-to-month,Fiber optic,Yes
4304-XUMGI,75.15,Two year,DSL,No
9504-YAZWB,20.25,Two year,No,No
8819-ZBYNA,109.1,Two year,Fiber optic,No
6174-NRBTZ,30.75,One year,DSL,No
9481-IEBZY,112.9,Month-to-month,Fiber optic,No
1833-VGRUM,74.2,Month-to-month,Fiber optic,Yes
6137-NICCO,94.05,Month-to-month,Fiber optic,No
9065-ZCPQX,78.85,Two year,DSL,No
6402-EJMWF,55.3,Month-to-month,DSL,No
3620-EHIMZ,19.35,Two year,No,No
3213-VVOLG,25.35,Two year,No,No
6870-ECSHE,20.45,One year,No,No
8747-UDCOI,19.35,Two year,No,No
8374-XGEJJ,101,Month-to-month,Fiber optic,Yes
2656-TABEH,100.2,Month-to-month,Fiber optic,Yes
6946-LMSQS,89.05,One year,Fiber optic,Yes
4626-OZDTJ,78.65,One year,DSL,No
9169-BSVIN,74.75,Month-to-month,DSL,No
2325-ZUSFD,70.1,One year,DSL,Yes
8194-PEEBY,19.9,One year,No,No
6872-HXFNF,58.35,One year,DSL,No
3932-CMDTD,105.65,One year,Fiber optic,Yes
7714-YXSMB,100.5,Month-to-month,Fiber optic,No
8387-UGUSU,20.05,Month-to-month,No,No
1080-BWSYE,25.65,Two year,No,No
4039-HEUNW,96.5,Month-to-month,Fiber optic,Yes
1194-HVAIF,95,Month-to-month,Fiber optic,No
0812-WUPTB,70.85,Month-to-month,Fiber optic,Yes
3594-UVONA,85.95,One year,DSL,Yes
0004-TLHLJ,73.9,Month-to-month,Fiber optic,Yes
1767-TGTKO,45.45,Month-to-month,DSL,No
8439-LTUGF,20,Month-to-month,No,No
8805-JNRAZ,49.2,Month-to-month,DSL,No
5089-IFSDP,109.45,Two year,Fiber optic,Yes
6418-HNFED,83.25,Two year,DSL,No
0206-OYVOC,19.25,Two year,No,No
7291-CDTMJ,19.65,Month-to-month,No,No
7128-GGCNO,72.8,Month-to-month,Fiber optic,No
0237-YFUTL,109.65,Month-to-month,Fiber optic,No
7691-KGKGP,65,Month-to-month,DSL,No
6710-HSJRD,114.1,Month-to-month,Fiber optic,No
3675-EQOZA,20.65,Month-to-month,No,No
0840-DCNZE,86.95,One year,DSL,No
1732-FEKLD,94.75,One year,Fiber optic,No
9862-KJTYK,25.35,Month-to-month,DSL,No
0479-HMSWA,105.45,Two year,Fiber optic,No
5854-KSRBJ,25.4,Two year,No,No
0365-BZUWY,102.55,Month-to-month,Fiber optic,No
4817-VYYWS,100.2,Month-to-month,Fiber optic,Yes
5701-SVCWR,24,Month-to-month,No,No
3129-AAQOU,25.6,Two year,No,No
4922-CVPDX,73.5,Two year,DSL,No
1396-QWFBJ,74.05,Month-to-month,Fiber optic,Yes
1357-BIJKI,98.25,One year,Fiber optic,No
1099-BTKWT,54.4,One year,DSL,No
5299-SJCZT,101.55,Month-to-month,Fiber optic,Yes
2018-PZKMU,103.1,Month-to-month,Fiber optic,No
7340-KEFQE,34.2,Two year,DSL,No
4570-QHXHL,43.75,Month-to-month,DSL,No
2403-BCASL,111.95,One year,Fiber optic,Yes
7392-YYPYJ,100.65,Month-to-month,Fiber optic,No
2898-LSJGD,55.95,One year,DSL,Yes
2223-GDSHL,116.05,Two year,Fiber optic,No
7359-PTSXY,45.75,Month-to-month,DSL,Yes
9470-RTWDV,82,One year,DSL,No
2176-OSJUV,65.15,Two year,DSL,No
9348-YVOMK,44.8,Month-to-month,DSL,No
8104-OSKWT,79.8,Month-to-month,Fiber optic,No
4521-YEEHE,88.85,Month-to-month,Fiber optic,No
4090-KPJIP,74.95,Month-to-month,Fiber optic,No
3786-WOVKF,106.85,One year,Fiber optic,No
4503-BDXBD,74.95,Month-to-month,Fiber optic,Yes
6086-ESGRL,80.15,Month-to-month,Fiber optic,Yes
2592-HODOV,19.3,One year,No,No
3886-CERTZ,109.25,One year,Fiber optic,Yes
7995-ZHHNZ,56.1,One year,DSL,No
3824-RHKVR,19.7,Month-to-month,No,No
5816-SCGFC,51.3,Month-to-month,DSL,No
5989-AXPUC,118.6,Two year,Fiber optic,No
4979-HPRFL,24.15,Two year,No,No
8590-OHDIW,20.3,One year,No,No
8015-IHCGW,115.5,Two year,Fiber optic,No
2332-TODQS,25.05,One year,No,No
9278-VZKCD,109.1,Month-to-month,Fiber optic,No
8008-OTEZX,19.65,One year,No,No
2773-OVBPK,111.3,Two year,Fiber optic,No
5999-LCXAO,29.9,Month-to-month,DSL,No
5206-XZZQI,80.6,Month-to-month,Fiber optic,No
4803-LBYPN,20.8,Month-to-month,No,No
5759-RCVCB,35.2,Month-to-month,DSL,Yes
6372-RFVNS,78.8,Month-to-month,Fiber optic,Yes
2139-FQHLM,89.95,Month-to-month,Fiber optic,No
8261-GWDBQ,116.05,Two year,Fiber optic,No
1093-YSWCA,19.55,Two year,No,No
8938-UMKPI,106.4,Month-to-month,Fiber optic,Yes
